row_idx,agree,action,min_q
0,1,-0.08825955539941788,
1,0,0.0,
2,0,0.0,
3,0,0.0,
4,0,0.0,
5,0,0.0,
6,1,-0.06280467659235,
7,1,-0.08099731802940369,
8,0,0.0,
9,1,-0.09185732156038284,
10,0,0.0,
11,1,-0.01596803590655327,
12,0,0.0,
13,0,0.0,
14,0,0.0,
15,0,0.0,
16,0,0.0,
17,0,0.0,
18,0,0.0,
19,0,0.0,
20,0,0.0,
21,1,-0.09471514821052551,
22,1,-0.04049554839730263,
23,0,0.0,
24,0,0.0,
25,0,0.0,
26,0,0.0,
27,0,0.0,
28,0,0.0,
29,0,0.0,
30,1,0.002427685773000121,
31,0,0.0,
32,0,0.0,
33,0,0.0,
34,1,0.03445941209793091,
35,0,0.0,
36,0,0.0,
37,0,0.0,
38,0,0.0,
39,0,0.0,
40,0,0.0,
41,1,-0.025064194574952126,
42,1,-0.028763724491000175,
43,0,0.0,
44,0,0.0,
45,0,0.0,
46,1,-0.08443432301282883,
47,0,0.0,
48,0,0.0,
49,0,0.0,
50,1,-0.08256117254495621,
51,0,0.0,
52,1,-0.09911110252141953,
53,1,-0.09308113902807236,
54,0,0.0,
55,0,0.0,
56,1,-0.1003400906920433,
57,1,-0.09567112475633621,
58,1,-0.09414499998092651,
59,1,-0.09430503845214844,
60,0,0.0,
61,0,0.0,
62,0,0.0,
63,0,0.0,
64,1,-0.07180709391832352,
65,0,0.0,
66,0,0.0,
67,1,-0.04990813136100769,
68,1,-0.03017520345747471,
69,0,0.0,
70,1,-0.0414581336081028,
71,1,-0.041274216026067734,
72,0,0.0,
73,1,-0.02926606871187687,
74,1,-0.035340484231710434,
75,1,-0.03523510694503784,
76,0,0.0,
77,1,-0.015069645829498768,
78,1,-0.008156814612448215,
79,1,-0.046888675540685654,
80,0,0.0,
81,1,0.00015805258590262383,
82,1,-0.005042718257755041,
83,0,0.0,
84,0,0.0,
85,0,0.0,
86,1,0.07126831263303757,
87,1,0.01934148371219635,
88,1,0.008854450657963753,
89,1,0.004298847168684006,
90,1,0.01781417615711689,
91,1,0.014613531529903412,
92,0,0.0,
93,0,0.0,
94,1,0.01638348028063774,
95,1,0.00830433052033186,
96,1,0.010437955148518085,
97,0,0.0,
98,1,0.062241196632385254,
99,1,0.09107498079538345,
100,1,0.11751917749643326,
101,0,0.0,
102,0,0.0,
103,0,0.0,
104,0,0.0,
105,0,0.0,
106,0,0.0,
107,0,0.0,
108,0,0.0,
109,0,0.0,
110,0,0.0,
111,0,0.0,
112,0,0.0,
113,0,0.0,
114,0,0.0,
115,0,0.0,
116,0,0.0,
117,0,0.0,
118,0,0.0,
119,0,0.0,
120,0,0.0,
121,0,0.0,
122,0,0.0,
123,0,0.0,
124,0,0.0,
125,0,0.0,
126,0,0.0,
127,0,0.0,
128,0,0.0,
129,0,0.0,
130,0,0.0,
131,0,0.0,
132,0,0.0,
133,0,0.0,
134,0,0.0,
135,0,0.0,
136,0,0.0,
137,0,0.0,
138,0,0.0,
139,0,0.0,
140,0,0.0,
141,0,0.0,
142,0,0.0,
143,0,0.0,
144,0,0.0,
145,0,0.0,
146,0,0.0,
147,1,0.024737944826483727,
148,0,0.0,
149,0,0.0,
150,0,0.0,
151,0,0.0,
152,0,0.0,
153,0,0.0,
154,0,0.0,
155,0,0.0,
156,1,0.10147669166326523,
157,0,0.0,
158,0,0.0,
159,1,0.02442222647368908,
160,1,0.02442222647368908,
161,0,0.0,
162,1,0.02442222647368908,
163,1,0.01817844621837139,
164,1,-0.009589140303432941,
165,0,0.0,
166,0,0.0,
167,1,-0.021322527900338173,
168,1,-0.022057808935642242,
169,1,-0.004106954205781221,
170,0,0.0,
171,0,0.0,
172,0,0.0,
173,0,0.0,
174,0,0.0,
175,1,0.0592220313847065,
176,1,0.05020337179303169,
177,0,0.0,
178,0,0.0,
179,0,0.0,
180,1,0.028387218713760376,
181,0,0.0,
182,1,0.016580311581492424,
183,0,0.0,
184,1,0.05027151107788086,
185,0,0.0,
186,1,0.030011191964149475,
187,0,0.0,
188,0,0.0,
189,1,0.03722354769706726,
190,1,0.03802253678441048,
191,1,0.04384048283100128,
192,1,0.02907511033117771,
193,1,0.00782578345388174,
194,1,0.0026340398471802473,
195,0,0.0,
196,0,0.0,
197,0,0.0,
198,0,0.0,
199,0,0.0,
